ID	Modulo	Pregunta	Opciones de respuesta
F135_5	IMPACTO EMOCIONAL DE LA VIOLENCIA DE PAREJAS ANTERIORES	¿Ideas o deseos de morir o suicidarse?	1 - Sí, 2 - No
F136	IMPACTO EMOCIONAL DE LA VIOLENCIA DE PAREJAS ANTERIORES	Si respondió al menos un SI en preg.135 continúe, sino pase a 137. Alguna vez ¿ha intentado suicidarse?	1 - Sí, 2 - No
F137	IMPACTO FÍSICO DE LA VIOLENCIA DE PAREJAS ANTERIORES	Quienes respondieron preg.132=1 o 134=1, sino pase a preg.142. Cómo consecuencia de las situaciones vividas con sus parejas anteriores, (ex esposos/as o ex-novios/as, usted ¿requirió algún tipo de atención médica para curar sus lesiones?	1 - Sí, 2 - No (pase a preg. 139)
F138	IMPACTO FÍSICO DE LA VIOLENCIA DE PAREJAS ANTERIORES	¿Estuvo hospitalizada por estas lesiones?	1 - Sí, 2 - No
F139	IMPACTO FÍSICO DE LA VIOLENCIA DE PAREJAS ANTERIORES	¿Tuvo dificultades para realizar o no pudo realizar sus actividades habituales como consecuencia de estas lesiones?	1 - Sí, 2 - No
F140	IMPACTO FÍSICO DE LA VIOLENCIA DE PAREJAS ANTERIORES	¿Durante cuántos días estuvo hospitalizada y/o con dificultades para realizar actividades habituales?	1 - Un Día, 2 - De 2 a 7 días, 3 - Entre 8 y 30 días, 4 - 31 y más días
F141	IMPACTO FÍSICO DE LA VIOLENCIA DE PAREJAS ANTERIORES	Como consecuencia de esos hechos ¿tuvo alguna de las siguientes secuelas (permanentes)?	1 - Cicatriz, 2 - Perdió algún órgano o miembro, 3 - Quedó con alguna limitación física (por ejemplo una limitación funcional o de movilidad), 4 - Otra, 5 - Ninguna
F146	CONOCIMIENTO DE LEYES E INSTITUCIONES	¿Sabe usted que hay leyes y normas para sancionar la violencia doméstica?	1 - Sí, 2 - No (pase a preg. 148)
F147_1	CONOCIMIENTO DE LEYES E INSTITUCIONES	¿Por medio de qué o quién supo la existencia de esas leyes? (Publicaciones públicas)	1 - Sí, 2 - No
F147_2	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Medios de comunicación)	1 - Sí, 2 - No
F147_3	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Familiares)	1 - Sí, 2 - No
F147_4	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Sistema educativo)	1 - Sí, 2 - No
F147_5	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Grupos de ayuda y apoyo)	1 - Sí, 2 - No
F147_6	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Vecinos/as)	1 - Sí, 2 - No
F147_7	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Otra persona que vivió algo similar)	1 - Sí, 2 - No
F147_8	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Otro)	1 - Sí, 2 - No
F148	CONOCIMIENTO DE LEYES E INSTITUCIONES	¿Sabe usted si hay o no instituciones públicas o privadas que apoyan y atienden a las mujeres, a las niñas y adolescentes que enfrentan o han enfrentado agresiones o violaciones a sus derechos?	1 - Sí, 2 - No (pase a preg. 150)
F149_1	CONOCIMIENTO DE LEYES E INSTITUCIONES	¿Recuerda alguna de ellas, cuáles? (Policía)	1 - Sí, 2 - No
F149_2	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Poder Judicial)	1 - Sí, 2 - No
F149_3	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Servicios de salud)	1 - Sí, 2 - No
F149_4	CONOCIMIENTO DE LEYES E INSTITUCIONES	(INAU)	1 - Sí, 2 - No
F149_5	CONOCIMIENTO DE LEYES E INSTITUCIONES	(MIDES - Inmujeres)	1 - Sí, 2 - No
F149_6	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Centros educativos - Udelar)	1 - Sí, 2 - No
F149_7	CONOCIMIENTO DE LEYES E INSTITUCIONES	(ONG)	1 - Sí, 2 - No
F149_8	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Intendencia - policlínica municipal, comuna mujer)	1 - Sí, 2 - No
F149_9	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Otra)	1 - Sí, 2 - No
F149_10	CONOCIMIENTO DE LEYES E INSTITUCIONES	(Ninguna)	1 - Sí, 2 - No
F150	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	Durante la semana pasada (Nombre del/a Jefe/a de hogar o persona de referencia), ¿trabajó por lo menos una hora sin considerar los quehaceres del hogar?	1 - Sí (pase a preg. 154), 2 - No
F151	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	¿Hizo algo para afuera o ayudó en un negocio o colaboró en el cuidado de animales, cultivos o huerta que no fuera para su consumo propio?	1 - Sí (pase a preg. 154), 2 - No
F152	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	Aunque no trabajó la semana pasada, ¿tiene algún trabajo o negocio al que seguro volverá?	1 - Sí (pase a preg. 154), 2 - No
F152_1	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	Durante la semana pasada, ¿estuvo buscando trabajo o tratando de establecer su propio negocio?	1 - Sí, 2 - No
F153	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	¿Ha trabajado antes (en su vida)?	1 - Sí, 2 - No (pase a preg. 155)
F154	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	En su trabajo principal es (era)...	1 - Asalariado/a privado/a, 2 - Asalariado/a público/a, 3 - Miembro de cooperativa de producción, 4 - Patrón/a, 5 - Cuenta propia sin local ni inversión, 6 - Cuenta propia con local o inversión, 7 - Miembro del hogar no remunerado/a, 8 - Trabajador/a de Programa social de empleo
F155	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	¿Es jubilado o pensionista?	1 - Sí, 2 - No
F156	CARACTERIZACIÓN ACTIVIDAD LABORAL DEL JEFE/A DEL HOGAR	¿Es quién realiza los quehaceres del hogar?	1 - Sí, 2 - No
F157	EDUCACIÓN JEFE/A DEL HOGAR	¿Cuál es el máximo nivel educativo alcanzado por el jefe/a del hogar?	1 - No tiene estudios en la educación formal, primaria, completa o incompleta, 2 - Secundaria completa o incompleta, 3 - Enseñanza técnica (UTU o similar) completa o incompleta, 4 - Estudios terciarios incompletos (magisterio, profesorado, universidad, otras carreras terciarias no universitarias), 5 - Estudios terciarios de grado completos (magisterio, profesorado, universidad, otras carreras terciarias no universitarias), 6 - Posgrado
F158	EDUCACIÓN JEFE/A DEL HOGAR	En total, ¿cuántos miembros de este hogar tiene estudios terciarios universitarios (completos o incompletos)? (Incluya solamente carreras de grado universitario y posgrados completos o no)	Anote cantidad de personas [ ]
F159	EDUCACIÓN JEFE/A DEL HOGAR	¿En cuál de las siguientes instituciones de salud se atiende fundamentalmente el principal sostén del hogar?	1 - MSP (Asse, Hospital del Clínicas, Área de salud Del BPS; Policlínica Municipal, Anda y otros servicios parciales de atención de la salud, emergencia móvil), 2 - Sanidad militar o policial, 3 - IAMC, 4 - Seguro privado médico
F160	EDUCACIÓN JEFE/A DEL HOGAR	¿Cuántas personas perciben ingresos corrientes en el hogar? (Incluya solo ingresos monetarios)	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
F161	CARACTERÍSTICAS DE LA VIVIENDA	El material predominante de los techos, es:	1 - De chapa, quincho u otro material precario, 2 - De planchada de hormigón u otro
F162	CARACTERÍSTICAS DE LA VIVIENDA	Esta vivienda, tiene baño?	1 - Sí (Cuantos? [ ] 1 [ ] 2 más de 2), 2 - No (pase a preg. 163)
F163	CONFORT DEL HOGAR	El hogar, ¿cuenta con servicio doméstico?	1 - Sí, todos los días (5 o más días a la semana), 2 - Sí, por hora (menos de 5 días a la semana, independientemente de la forma de pago), 3 - Sí, con cama, 4 - No
F164_1	CONFORT DEL HOGAR	Este hogar, cuenta con... Refrigerador (con o sin freezer)	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_2	CONFORT DEL HOGAR	Lavarropa	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_3	CONFORT DEL HOGAR	TV color	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_4	CONFORT DEL HOGAR	Teléfono fijo	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_5	CONFORT DEL HOGAR	Microcomputador (incluye laptops) NO INCLUYA CEBAL	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_6	CONFORT DEL HOGAR	DVD	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_7	CONFORT DEL HOGAR	Lavavajillas	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_8	CONFORT DEL HOGAR	Televisión para abonados	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_9	CONFORT DEL HOGAR	Microondas	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_10	CONFORT DEL HOGAR	Aire acondicionado	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F164_11	CONFORT DEL HOGAR	Automóvil o camioneta (exclusivo para uso del hogar)	Número de unidades: 0, 1, 2, 3, 4, 5, 6 o más
F165_1	CONFORT DEL HOGAR	Le he preguntado sobre asuntos muy delicados, ¿cómo se sintió al hablar de ellos? (Triste)	1 - Sí, 2 - No
F165_2	SE SIENTE	(Enojada)	1 - Sí, 2 - No
F165_3	SE SIENTE	(Angustiada)	1 - Sí, 2 - No
F165_4	SE SIENTE	(Preocupada)	1 - Sí, 2 - No
F165_5	SE SIENTE	(Indiferente)	1 - Sí, 2 - No
F165_6	SE SIENTE	(Apenada)	1 - Sí, 2 - No
F165_7	SE SIENTE	(Avergonzada)	1 - Sí, 2 - No
F165_8	SE SIENTE	(Liberada)	1 - Sí, 2 - No
F165_9	SE SIENTE	(Tranquila)	1 - Sí, 2 - No
F165_10	SE SIENTE	(Descansada)	1 - Sí, 2 - No
F165_11	SE SIENTE	(Aliviada)	1 - Sí, 2 - No
F165_12	SE SIENTE	(Optimista)	1 - Sí, 2 - No
F165_13	SE SIENTE	(Bien)	1 - Sí, 2 - No
F165_14	SE SIENTE	(En paz consigo misma)	1 - Sí, 2 - No
